...1,A_YEAR,C_COW_ALPHA,D_INTERVIEW,Q260,X003R,Q275R,Q112,Q113,Q114,Q115,Q116,Q117,Country Code,Country Name,GDP,FDI,GDPgr,Oilrents,Taxrevenue,ControlCorruption,CPIA
173,2020,CAN,124070224,1,2,2,7,2,4,3,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
174,2020,CAN,124070225,2,4,3,10,3,2,2,2,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
175,2020,CAN,124070226,1,6,3,9,2,2,3,2,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
176,2020,CAN,124070227,1,4,2,7,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
177,2020,CAN,124070228,2,2,3,6,3,3,3,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
178,2020,CAN,124070230,2,5,3,8,3,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
179,2020,CAN,124070231,2,2,2,7,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
180,2020,CAN,124070232,1,6,2,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
181,2020,CAN,124070234,2,3,3,10,2,3,4,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
182,2020,CAN,124070235,2,3,2,8,3,3,3,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
183,2020,CAN,124070236,2,2,3,6,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
184,2020,CAN,124070237,1,5,3,8,4,2,3,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
185,2020,CAN,124070238,1,1,3,5,2,2,2,2,4,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
186,2020,CAN,124070239,1,6,3,3,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
187,2020,CAN,124070240,2,6,1,9,4,2,3,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
188,2020,CAN,124070242,1,3,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
189,2020,CAN,124070243,2,1,3,7,2,2,2,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
190,2020,CAN,124070244,2,1,2,7,3,4,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
191,2020,CAN,124070245,2,3,3,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
192,2020,CAN,124070246,1,4,3,8,2,2,2,2,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
193,2020,CAN,124070247,2,2,3,3,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
194,2020,CAN,124070250,1,3,2,7,1,1,1,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
195,2020,CAN,124070251,2,6,2,9,2,2,2,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
196,2020,CAN,124070252,2,6,1,9,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
197,2020,CAN,124070253,2,2,3,8,4,3,4,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
198,2020,CAN,124070254,1,4,3,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
199,2020,CAN,124070255,2,5,3,4,1,3,1,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
200,2020,CAN,124070256,2,4,2,6,2,2,2,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
201,2020,CAN,124070257,2,3,3,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
202,2020,CAN,124070258,2,2,3,7,3,4,3,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
203,2020,CAN,124070259,2,2,2,9,2,3,3,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
204,2020,CAN,124070260,2,3,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
205,2020,CAN,124070263,2,2,2,8,3,2,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
206,2020,CAN,124070264,2,3,1,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
207,2020,CAN,124070265,1,3,3,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
208,2020,CAN,124070266,1,3,3,4,2,2,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
209,2020,CAN,124070267,2,3,2,3,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
210,2020,CAN,124070268,2,6,3,7,2,3,3,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
211,2020,CAN,124070269,2,3,3,7,3,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
212,2020,CAN,124070270,2,5,3,8,3,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
213,2020,CAN,124070272,2,2,3,8,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
214,2020,CAN,124070273,2,4,2,10,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
215,2020,CAN,124070276,2,1,2,6,2,2,2,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
216,2020,CAN,124070277,1,6,3,8,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
217,2020,CAN,124070278,2,6,3,10,3,3,3,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
218,2020,CAN,124070279,1,5,2,10,3,2,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
219,2020,CAN,124070280,1,3,2,3,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
220,2020,CAN,124070281,1,2,3,9,3,3,2,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
221,2020,CAN,124070282,1,5,3,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
222,2020,CAN,124070283,1,5,3,7,2,2,2,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
223,2020,CAN,124070284,2,4,2,10,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
224,2020,CAN,124070285,1,6,1,9,2,1,1,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
225,2020,CAN,124070286,2,4,2,7,4,4,4,4,4,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
226,2020,CAN,124070287,1,5,3,3,2,2,2,2,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
227,2020,CAN,124070288,1,6,3,6,2,1,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
228,2020,CAN,124070289,1,2,3,5,2,3,2,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
229,2020,CAN,124070290,1,2,3,5,4,4,4,4,4,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
230,2020,CAN,124070291,2,3,3,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
231,2020,CAN,124070292,2,3,3,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
232,2020,CAN,124070293,1,4,3,10,4,4,4,4,4,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
233,2020,CAN,124070294,1,5,3,2,3,4,3,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
234,2020,CAN,124070295,1,6,3,10,2,2,2,2,4,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
235,2020,CAN,124070296,2,4,2,6,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
236,2020,CAN,124070297,2,5,2,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
237,2020,CAN,124070298,1,5,3,7,2,2,2,2,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
238,2020,CAN,124070299,1,2,3,8,3,3,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
239,2020,CAN,124070300,1,3,2,9,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
240,2020,CAN,124070301,2,1,2,4,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
241,2020,CAN,124070302,1,5,3,1,3,2,2,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
242,2020,CAN,124070303,2,4,3,7,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
243,2020,CAN,124070304,2,1,2,8,2,3,3,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
244,2020,CAN,124070305,1,3,2,7,3,2,2,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
245,2020,CAN,124070306,2,3,1,8,3,3,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
246,2020,CAN,124070307,2,1,2,7,3,1,3,4,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
247,2020,CAN,124070309,1,3,3,3,2,3,2,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
248,2020,CAN,124070310,1,2,3,7,3,3,3,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
249,2020,CAN,124070311,2,6,3,7,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
250,2020,CAN,124070312,1,6,1,8,2,3,1,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
251,2020,CAN,124070313,1,4,2,10,4,3,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
252,2020,CAN,124070314,2,6,3,6,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
253,2020,CAN,124070315,2,6,2,5,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
254,2020,CAN,124070316,1,6,2,8,2,1,2,1,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
255,2020,CAN,124070317,1,4,2,10,1,1,1,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
256,2020,CAN,124070318,1,5,2,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
257,2020,CAN,124070319,2,3,2,8,2,2,2,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
258,2020,CAN,124070320,1,6,3,6,2,2,1,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
259,2020,CAN,124070321,2,2,2,5,2,2,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
260,2020,CAN,124070322,1,5,3,2,1,1,1,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
261,2020,CAN,124070323,1,6,3,10,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
262,2020,CAN,124070325,1,3,3,7,2,1,2,3,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
263,2020,CAN,124070326,1,5,2,6,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
264,2020,CAN,124070327,1,6,2,9,3,2,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
265,2020,CAN,124070328,2,6,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
266,2020,CAN,124070329,1,4,2,10,2,2,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
267,2020,CAN,124070330,1,3,3,8,3,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
268,2020,CAN,124070331,1,2,3,9,3,3,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
269,2020,CAN,124070332,1,3,3,6,3,4,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
270,2020,CAN,124070333,1,3,2,6,3,3,3,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
271,2020,CAN,124070334,1,3,3,5,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
272,2020,CAN,124070335,2,3,3,8,3,3,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
273,2020,CAN,124070336,2,6,3,4,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
274,2020,CAN,124070337,1,5,2,3,3,2,3,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
275,2020,CAN,124070338,2,6,2,9,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
276,2020,CAN,124070339,1,6,3,4,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
277,2020,CAN,124070340,1,3,3,8,1,2,1,1,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
278,2020,CAN,124070341,1,3,3,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
279,2020,CAN,124070342,2,5,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
280,2020,CAN,124070343,1,2,3,9,2,3,2,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
281,2020,CAN,124070344,2,2,3,3,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
282,2020,CAN,124070345,2,2,3,7,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
283,2020,CAN,124070347,1,4,3,7,3,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
284,2020,CAN,124070348,1,6,2,6,3,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
285,2020,CAN,124070349,1,5,2,7,1,2,1,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
286,2020,CAN,124070350,1,3,3,9,2,2,4,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
287,2020,CAN,124070351,2,3,3,3,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
288,2020,CAN,124070353,2,2,3,8,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
289,2020,CAN,124070354,1,3,2,3,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
290,2020,CAN,124070355,2,2,3,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
291,2020,CAN,124070356,2,5,3,8,3,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
292,2020,CAN,124070357,1,5,3,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
293,2020,CAN,124070358,1,3,2,7,2,3,3,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
294,2020,CAN,124070359,1,4,3,8,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
295,2020,CAN,124070360,1,6,2,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
296,2020,CAN,124070361,1,4,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
297,2020,CAN,124070362,2,1,3,7,3,3,3,3,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
298,2020,CAN,124070363,2,4,3,4,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
299,2020,CAN,124070364,2,3,3,7,2,2,2,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
300,2020,CAN,124070365,1,4,2,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
301,2020,CAN,124070366,2,1,2,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
302,2020,CAN,124070367,2,5,2,6,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
303,2020,CAN,124070368,1,6,2,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
304,2020,CAN,124070369,1,3,3,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
305,2020,CAN,124070370,2,5,2,10,2,1,1,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
306,2020,CAN,124070371,1,2,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
307,2020,CAN,124070372,1,3,3,3,1,1,2,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
308,2020,CAN,124070373,2,2,3,8,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
309,2020,CAN,124070374,2,1,2,7,3,3,3,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
310,2020,CAN,124070375,1,2,3,9,1,2,2,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
311,2020,CAN,124070376,1,5,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
312,2020,CAN,124070377,1,3,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
313,2020,CAN,124070378,1,6,3,3,2,2,2,1,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
314,2020,CAN,124070379,1,6,2,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
315,2020,CAN,124070380,1,6,3,9,3,2,3,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
316,2020,CAN,124070381,2,6,2,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
317,2020,CAN,124070382,1,2,3,9,4,4,4,4,4,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
318,2020,CAN,124070383,2,6,3,8,3,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
319,2020,CAN,124070384,1,3,3,4,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
320,2020,CAN,124070387,1,2,2,7,3,3,2,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
321,2020,CAN,124070388,1,3,2,7,3,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
322,2020,CAN,124070389,2,2,3,10,3,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
323,2020,CAN,124070390,1,2,2,8,2,2,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
324,2020,CAN,124070391,1,3,2,7,3,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
325,2020,CAN,124070392,1,3,3,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
326,2020,CAN,124070394,1,2,3,10,4,4,2,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
327,2020,CAN,124070395,1,2,2,9,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
328,2020,CAN,124070396,1,6,2,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
329,2020,CAN,124070397,1,2,3,3,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
330,2020,CAN,124070398,2,2,3,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
331,2020,CAN,124070399,1,2,2,8,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
332,2020,CAN,124070400,2,5,3,7,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
333,2020,CAN,124070402,1,2,3,4,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
334,2020,CAN,124070403,1,5,3,7,3,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
335,2020,CAN,124070404,1,2,3,7,3,3,2,3,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
336,2020,CAN,124070405,2,3,3,5,1,1,1,1,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
337,2020,CAN,124070406,2,2,3,4,2,2,2,2,3,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
338,2020,CAN,124070407,2,2,3,7,2,2,2,2,1,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
339,2020,CAN,124070408,1,3,3,7,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
340,2020,CAN,124070409,2,3,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
341,2020,CAN,124070410,1,6,3,4,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
342,2020,CAN,124070411,1,6,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
343,2020,CAN,124070412,2,5,3,6,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
344,2020,CAN,124070413,2,6,3,5,2,2,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
345,2020,CAN,124070414,1,2,3,9,2,3,2,2,2,CAN,Canada,1.65568E+12,1.758970857,-5.038233435,0.888908482,13.50333209,1.56571281,..
